Year,Month,Date,Hour,Place,Temperature,Temperature Category,Day Status,Ride Demand
2024,10,19,14,Whitefield,37.63971073977951,High Temp (Sunny),Holiday,97
2022,1,21,4,Malleswaram,26.52832849545931,Moderate Temp (Clear),Working Day,24
2022,9,21,16,Yelahanka,20.95288329690879,Moderate Temp (Clear),Working Day,78
2022,9,23,18,HSR Layout,26.70258735469835,Moderate Temp (Clear),Working Day,81
2024,2,10,13,Rajajinagar,32.50148341804498,High Temp (Sunny),Holiday,83
2022,12,6,11,Domlur,26.656118472869103,Moderate Temp (Clear),Working Day,81
2022,5,14,15,Koramangala,15.589470244380916,Low Temp (Rainy),Holiday,92
2023,9,21,15,Domlur,28.52857416385074,High Temp (Sunny),Working Day,47
2024,3,2,15,Jayanagar,35.039310087724914,High Temp (Sunny),Holiday,95
2024,1,26,12,Shivajinagar,23.67286058209447,Moderate Temp (Clear),Working Day,84
2023,9,28,16,Koramangala,15.951273338469097,Low Temp (Rainy),Working Day,86
2024,1,22,7,Hebbal,13.171271566520137,Low Temp (Rainy),Working Day,82
2023,5,17,13,Jayanagar,19.893588071226183,Moderate Temp (Clear),Working Day,79
2024,5,20,7,Domlur,15.54212649452306,Low Temp (Rainy),Working Day,75
2024,2,10,10,Banashankari,23.73763631860016,Moderate Temp (Clear),Holiday,131
2022,12,8,9,Shivajinagar,31.28582399132825,High Temp (Sunny),Working Day,64
2024,6,6,19,Yelahanka,21.785738310834244,Moderate Temp (Clear),Working Day,131
2024,8,19,16,HSR Layout,29.8880673356526,High Temp (Sunny),Working Day,61
2023,6,7,10,Shivajinagar,21.75119682181025,Moderate Temp (Clear),Working Day,90
2024,5,26,9,Hebbal,16.399342061552176,Low Temp (Rainy),Holiday,79
2023,6,24,6,Mahadevapura,22.82943821576789,Moderate Temp (Clear),Holiday,23
2024,4,24,7,Malleswaram,18.03615188892133,Moderate Temp (Clear),Working Day,118
2023,1,6,5,Bannerghatta,13.559519485990052,Low Temp (Rainy),Working Day,25
2023,1,6,9,HSR Layout,26.239219111845667,Moderate Temp (Clear),Working Day,110
2024,9,26,6,Marathahalli,25.45073306382033,Moderate Temp (Clear),Working Day,23
2024,3,27,9,Rajajinagar,3.8213467338468448,Low Temp (Rainy),Working Day,71
2023,4,17,15,Whitefield,26.062567591711744,Moderate Temp (Clear),Working Day,82
2023,4,4,11,Malleswaram,27.62975011046008,Moderate Temp (Clear),Working Day,76
2023,7,5,22,Mahadevapura,19.87406965055634,Moderate Temp (Clear),Working Day,74
2023,7,16,16,Seshadripuram,17.860502100413456,Low Temp (Rainy),Holiday,117
2022,7,6,1,Seshadripuram,21.769981544952238,Moderate Temp (Clear),Working Day,20
2022,3,15,3,Domlur,15.04969940948232,Low Temp (Rainy),Working Day,21
2022,5,18,21,Hebbal,21.524036329125902,Moderate Temp (Clear),Working Day,117
2022,7,13,16,Mahadevapura,16.580078087638782,Low Temp (Rainy),Working Day,70
2024,3,17,4,Indiranagar,17.052704536694694,Low Temp (Rainy),Holiday,22
2024,8,4,20,BTM Layout,22.844837642236094,Moderate Temp (Clear),Holiday,132
2022,5,1,15,Vasanthnagar,30.74878601006488,High Temp (Sunny),Holiday,68
2022,7,20,12,Bellandur,21.947101921767757,Moderate Temp (Clear),Working Day,48
2024,10,11,20,Jeevanbhima Nagar,19.81271331775829,Moderate Temp (Clear),Working Day,116
2024,7,8,12,Jayanagar,21.78988096302838,Moderate Temp (Clear),Working Day,68
2023,4,1,17,Seshadripuram,15.003502685577438,Low Temp (Rainy),Holiday,87
2024,9,28,14,Domlur,26.116693744428343,Moderate Temp (Clear),Holiday,107
2024,5,1,17,Malleswaram,25.7935788957411,Moderate Temp (Clear),Working Day,116
2024,12,20,21,Bannerghatta,24.657738052212085,Moderate Temp (Clear),Working Day,109
2023,9,9,16,Yeshwantpur,25.69758512520401,Moderate Temp (Clear),Holiday,122
2024,4,6,3,Rajarajeshwari Nagar,38.84804005581886,High Temp (Sunny),Holiday,22
2024,3,28,2,Ulsoor,25.22379901724255,Moderate Temp (Clear),Working Day,23
2024,7,25,3,Bellandur,30.69453121129604,High Temp (Sunny),Working Day,21
2023,11,6,13,JP Nagar,22.01615533538612,Moderate Temp (Clear),Working Day,76
2024,5,4,1,Marathahalli,20.099829905182307,Moderate Temp (Clear),Holiday,22
2023,8,4,15,Bellandur,26.886147278100005,Moderate Temp (Clear),Working Day,86
2024,10,9,17,Bannerghatta,21.632022149241543,Moderate Temp (Clear),Working Day,103
2024,7,27,10,Ulsoor,9.621853260512124,Low Temp (Rainy),Holiday,89
2022,10,12,1,Malleswaram,16.96835115503554,Low Temp (Rainy),Working Day,22
2024,5,11,4,Yeshwantpur,24.761481918164275,Moderate Temp (Clear),Holiday,23
2023,2,9,19,Mahadevapura,21.89331551706013,Moderate Temp (Clear),Working Day,91
2024,3,10,14,Yeshwantpur,26.60272048340541,Moderate Temp (Clear),Holiday,139
2022,2,15,3,Shivajinagar,22.02017959759376,Moderate Temp (Clear),Working Day,24
2024,11,5,14,Ulsoor,25.232396072545026,Moderate Temp (Clear),Working Day,81
2024,12,11,3,Malleswaram,19.40490929427532,Moderate Temp (Clear),Working Day,22
2022,3,24,7,Marathahalli,16.868742774496628,Low Temp (Rainy),Working Day,60
2023,6,12,21,Rajajinagar,23.4104182435168,Moderate Temp (Clear),Working Day,114
2023,6,2,19,Banashankari,21.02743750172388,Moderate Temp (Clear),Working Day,102
2023,12,13,8,HSR Layout,21.247001777276555,Moderate Temp (Clear),Working Day,94
2024,4,10,21,Jeevanbhima Nagar,32.49466810116172,High Temp (Sunny),Working Day,87
2024,11,8,13,Rajajinagar,26.665639356359016,Moderate Temp (Clear),Working Day,95
2024,3,12,15,Ulsoor,16.88548066672128,Low Temp (Rainy),Working Day,56
2024,11,24,5,Malleswaram,23.775982044735077,Moderate Temp (Clear),Holiday,24
2023,8,10,23,Koramangala,32.33268565772425,High Temp (Sunny),Working Day,63
2022,12,2,7,Jayanagar,24.164328683446584,Moderate Temp (Clear),Working Day,90
2023,5,6,8,Jayanagar,29.31563758728923,High Temp (Sunny),Holiday,70
2022,1,25,23,Rajajinagar,28.06929423637763,High Temp (Sunny),Working Day,47
2023,5,20,19,Vijaynagar,27.88348302009648,Moderate Temp (Clear),Holiday,130
2024,9,2,4,Whitefield,21.63456083830872,Moderate Temp (Clear),Working Day,22
2023,2,17,21,Ulsoor,11.379279580698858,Low Temp (Rainy),Working Day,77
2022,8,3,11,Bannerghatta,15.936762250357647,Low Temp (Rainy),Working Day,34
2024,5,5,23,Yeshwantpur,6.881953269982279,Low Temp (Rainy),Holiday,94
2024,1,18,11,Marathahalli,21.45280371444252,Moderate Temp (Clear),Working Day,86
2023,8,24,0,Bannerghatta,31.584198027683374,High Temp (Sunny),Working Day,20
2023,1,12,12,Vasanthnagar,23.111994773706755,Moderate Temp (Clear),Working Day,86
2022,11,23,2,Ulsoor,25.96369857859625,Moderate Temp (Clear),Working Day,25
2023,11,19,11,Jayanagar,26.258441526902885,Moderate Temp (Clear),Holiday,108
2024,2,12,22,Sadashivanagar,11.180832109843218,Low Temp (Rainy),Working Day,52
2024,3,4,21,Indiranagar,15.859911856653738,Low Temp (Rainy),Working Day,72
2023,3,19,0,Malleswaram,24.404138887847733,Moderate Temp (Clear),Holiday,23
2022,6,22,21,Bellandur,23.95716359804139,Moderate Temp (Clear),Working Day,92
2024,4,9,20,Bannerghatta,13.013149671339878,Low Temp (Rainy),Working Day,81
2023,5,14,20,Mahadevapura,20.787400950180057,Moderate Temp (Clear),Holiday,125
2023,3,22,19,Banashankari,29.62314377871688,High Temp (Sunny),Working Day,81
2023,4,14,12,Ulsoor,24.94878216055555,Moderate Temp (Clear),Working Day,64
2023,10,11,21,R.T. Nagar,22.06272824499972,Moderate Temp (Clear),Working Day,107
2024,3,6,16,Domlur,27.31558667549046,Moderate Temp (Clear),Working Day,118
2024,8,26,18,Rajajinagar,27.05646090801821,Moderate Temp (Clear),Working Day,112
2024,7,26,10,Indiranagar,22.36333568611932,Moderate Temp (Clear),Working Day,105
2023,6,19,21,Yeshwantpur,25.108532242821475,Moderate Temp (Clear),Working Day,105
2023,10,22,9,Mahadevapura,23.17806152517012,Moderate Temp (Clear),Holiday,92
2023,9,7,14,Sadashivanagar,23.87566068147914,Moderate Temp (Clear),Working Day,79
2024,4,22,12,Vasanthnagar,25.76309771054327,Moderate Temp (Clear),Working Day,101
2022,4,7,0,R.T. Nagar,17.995479033960237,Low Temp (Rainy),Working Day,25
2024,12,15,9,Ulsoor,22.44764439125331,Moderate Temp (Clear),Holiday,117
2024,7,13,9,Hebbal,35.30453658759713,High Temp (Sunny),Holiday,84
2024,4,23,3,Domlur,22.49117588563312,Moderate Temp (Clear),Working Day,24
2022,1,10,3,Jeevanbhima Nagar,25.586163918192767,Moderate Temp (Clear),Working Day,24
2024,9,8,3,Hebbal,26.68896354749504,Moderate Temp (Clear),Holiday,23
2024,3,12,10,Yeshwantpur,25.349035223420334,Moderate Temp (Clear),Working Day,126
2024,3,20,6,BTM Layout,19.340205578448423,Moderate Temp (Clear),Working Day,20
2024,4,3,20,Malleswaram,22.10641464827394,Moderate Temp (Clear),Working Day,120
2023,5,17,4,Seshadripuram,14.9308344527862,Low Temp (Rainy),Working Day,23
2023,5,12,8,Domlur,17.469906533486412,Low Temp (Rainy),Working Day,61
2023,12,15,11,Mahadevapura,25.35602591028461,Moderate Temp (Clear),Working Day,74
2024,7,9,9,Vijaynagar,20.20631638502994,Moderate Temp (Clear),Working Day,113
2022,8,28,20,Koramangala,21.847769341520063,Moderate Temp (Clear),Holiday,128
2023,1,4,21,Shivajinagar,38.879625402073614,High Temp (Sunny),Working Day,90
2024,3,13,20,Whitefield,19.996762899245933,Moderate Temp (Clear),Working Day,116
2024,8,17,6,Shivajinagar,22.81039622809544,Moderate Temp (Clear),Holiday,22
2024,2,28,13,Domlur,18.70540244966872,Moderate Temp (Clear),Working Day,94
2024,5,10,10,Bellandur,27.13899265723128,Moderate Temp (Clear),Working Day,115
2022,3,1,7,Ulsoor,14.893123169943108,Low Temp (Rainy),Working Day,56
2024,5,25,4,Malleswaram,23.788220114757724,Moderate Temp (Clear),Holiday,21
2022,2,4,13,Mahadevapura,24.433997942349077,Moderate Temp (Clear),Working Day,80
2022,10,7,21,Rajajinagar,25.951584157305238,Moderate Temp (Clear),Working Day,82
2024,6,9,11,Indiranagar,19.77470907411346,Moderate Temp (Clear),Holiday,119
2023,11,25,10,Rajarajeshwari Nagar,22.002396510711737,Moderate Temp (Clear),Holiday,118
2022,6,23,2,Yeshwantpur,19.948187145268506,Moderate Temp (Clear),Working Day,20
2024,4,5,23,Rajarajeshwari Nagar,27.97027903528308,Moderate Temp (Clear),Working Day,104
2024,8,17,17,Sadashivanagar,22.23393270949601,Moderate Temp (Clear),Holiday,129
2024,4,3,9,Yelahanka,24.977537721935903,Moderate Temp (Clear),Working Day,103
2023,6,24,0,Mahadevapura,15.32365632201356,Low Temp (Rainy),Holiday,20
2022,12,26,23,Hebbal,20.46942839216664,Moderate Temp (Clear),Working Day,54
2024,6,2,22,Seshadripuram,18.50581393019133,Moderate Temp (Clear),Holiday,118
2022,11,7,22,Koramangala,26.311785952033432,Moderate Temp (Clear),Working Day,79
2023,11,28,22,Banashankari,23.08549204937739,Moderate Temp (Clear),Working Day,78
2024,1,3,18,Seshadripuram,28.031027521582917,High Temp (Sunny),Working Day,70
2024,8,24,20,Vasanthnagar,7.553096789697356,Low Temp (Rainy),Holiday,122
2024,10,16,9,Domlur,20.54058633546496,Moderate Temp (Clear),Working Day,126
2024,10,16,10,Mahadevapura,17.38275603574015,Low Temp (Rainy),Working Day,57
2023,2,7,16,Hebbal,18.811501481601457,Moderate Temp (Clear),Working Day,101
2024,1,20,4,Domlur,22.02489671676587,Moderate Temp (Clear),Holiday,24
2024,6,13,1,Vasanthnagar,23.648624301862714,Moderate Temp (Clear),Working Day,21
2024,3,8,13,R.T. Nagar,22.660913714333304,Moderate Temp (Clear),Working Day,107
2024,8,25,11,Indiranagar,30.01558534542789,High Temp (Sunny),Holiday,112
2023,4,12,14,Yelahanka,31.94868977853068,High Temp (Sunny),Working Day,52
2023,1,10,1,Koramangala,15.198990477188898,Low Temp (Rainy),Working Day,25
2022,12,19,17,Shivajinagar,22.15859729354468,Moderate Temp (Clear),Working Day,92
2024,12,14,17,Indiranagar,29.20348193866429,High Temp (Sunny),Holiday,120
2024,8,20,19,Jeevanbhima Nagar,23.860826543500878,Moderate Temp (Clear),Working Day,98
2024,4,25,21,Malleswaram,19.887216227510184,Moderate Temp (Clear),Working Day,100
2024,3,28,11,BTM Layout,21.67536313639915,Moderate Temp (Clear),Working Day,83
2024,2,11,10,Marathahalli,26.40415567325624,Moderate Temp (Clear),Holiday,129
2024,5,3,2,HSR Layout,18.92621092445165,Moderate Temp (Clear),Working Day,22
2024,5,8,18,Jeevanbhima Nagar,24.29677769001249,Moderate Temp (Clear),Working Day,122
2022,1,22,5,Ulsoor,20.522571275429183,Moderate Temp (Clear),Holiday,21
2024,1,16,17,Rajarajeshwari Nagar,19.896981286133304,Moderate Temp (Clear),Working Day,109
2024,8,15,4,Rajarajeshwari Nagar,20.834903896781952,Moderate Temp (Clear),Working Day,23
2023,2,12,6,Seshadripuram,24.300555896480976,Moderate Temp (Clear),Holiday,20
2024,7,17,13,Bannerghatta,26.795658200038343,Moderate Temp (Clear),Working Day,106
2023,11,7,14,Jayanagar,21.58647440100023,Moderate Temp (Clear),Working Day,84
2023,5,19,6,Mahadevapura,23.681847722489543,Moderate Temp (Clear),Working Day,21
2023,10,14,10,Indiranagar,27.532203667019733,Moderate Temp (Clear),Holiday,103
2024,12,10,7,Rajajinagar,26.82254730052188,Moderate Temp (Clear),Working Day,114
2024,1,25,22,Yeshwantpur,16.924092766903605,Low Temp (Rainy),Working Day,66
2024,10,18,4,Whitefield,17.325504501851153,Low Temp (Rainy),Working Day,24
2024,5,21,11,Sadashivanagar,31.829366696434818,High Temp (Sunny),Working Day,50
2022,1,5,17,R.T. Nagar,20.617616341054838,Moderate Temp (Clear),Working Day,77
2022,11,3,8,Hebbal,16.13835990161062,Low Temp (Rainy),Working Day,55
2023,5,16,0,Vijaynagar,18.405922720335475,Moderate Temp (Clear),Working Day,24
2022,2,4,21,Yeshwantpur,23.683549061505765,Moderate Temp (Clear),Working Day,79
2022,4,19,21,HSR Layout,25.889449816859848,Moderate Temp (Clear),Working Day,89
2023,9,4,0,Whitefield,34.07665987116961,High Temp (Sunny),Working Day,24
2024,2,4,11,Jayanagar,20.87043961642321,Moderate Temp (Clear),Holiday,110
2024,8,9,7,Vasanthnagar,22.37404731834797,Moderate Temp (Clear),Working Day,102
2024,3,23,8,Vasanthnagar,13.542300046656546,Low Temp (Rainy),Holiday,104
2024,3,12,1,Shivajinagar,20.74628484026652,Moderate Temp (Clear),Working Day,22
2024,11,12,10,Bannerghatta,27.0874691551233,Moderate Temp (Clear),Working Day,112
2024,5,1,16,Rajarajeshwari Nagar,32.19060109062838,High Temp (Sunny),Working Day,63
2022,6,10,6,Marathahalli,29.009345914104397,High Temp (Sunny),Working Day,23
2023,11,5,17,R.T. Nagar,27.811127763268907,Moderate Temp (Clear),Holiday,138
2022,8,14,23,Ulsoor,36.93851178435582,High Temp (Sunny),Holiday,67
2022,5,2,0,R.T. Nagar,17.458723853266957,Low Temp (Rainy),Working Day,22
2024,11,1,8,Vijaynagar,24.14797539097137,Moderate Temp (Clear),Working Day,107
2022,3,16,18,Malleswaram,14.7521944541427,Low Temp (Rainy),Working Day,55
2022,7,9,2,Bellandur,20.15186683579938,Moderate Temp (Clear),Holiday,23
2022,10,14,22,Bannerghatta,29.365119770775188,High Temp (Sunny),Working Day,39
2023,1,16,11,Rajajinagar,21.7773139523877,Moderate Temp (Clear),Working Day,84
2023,3,11,2,Seshadripuram,19.121865051293906,Moderate Temp (Clear),Holiday,21
2024,6,19,22,Mahadevapura,21.49080654723006,Moderate Temp (Clear),Working Day,85
2024,4,20,17,Rajajinagar,14.0667811662513,Low Temp (Rainy),Holiday,95
2023,9,22,6,Banashankari,15.498808545041111,Low Temp (Rainy),Working Day,20
2023,10,5,7,Jayanagar,23.59287302251731,Moderate Temp (Clear),Working Day,95
2022,1,3,10,Bannerghatta,19.25921699778969,Moderate Temp (Clear),Working Day,77
2024,2,24,16,Shivajinagar,21.626488234789488,Moderate Temp (Clear),Holiday,168
2024,2,21,7,Malleswaram,18.48702941923479,Moderate Temp (Clear),Working Day,110
2024,3,4,2,Hebbal,23.69132559767785,Moderate Temp (Clear),Working Day,20
2024,12,1,2,Jayanagar,25.952742892596056,Moderate Temp (Clear),Holiday,21
2024,5,18,15,Rajajinagar,27.588257458722865,Moderate Temp (Clear),Holiday,116
2024,5,18,22,Shivajinagar,23.20607628150442,Moderate Temp (Clear),Holiday,131
2024,12,12,2,Banashankari,22.76692761891918,Moderate Temp (Clear),Working Day,24
2023,12,18,0,Yelahanka,16.259570614119845,Low Temp (Rainy),Working Day,24
2024,8,11,0,Domlur,29.08708817249246,High Temp (Sunny),Holiday,24
2024,2,16,13,Ulsoor,18.140014332373465,Moderate Temp (Clear),Working Day,97
2023,5,19,16,HSR Layout,23.36150877474852,Moderate Temp (Clear),Working Day,87
2024,4,7,12,Jeevanbhima Nagar,9.276279296801082,Low Temp (Rainy),Holiday,102
2022,7,22,3,Yeshwantpur,26.76297899627984,Moderate Temp (Clear),Working Day,23
2024,5,23,17,HSR Layout,17.972003063776157,Low Temp (Rainy),Working Day,91
2023,12,3,6,Jeevanbhima Nagar,20.62957497768913,Moderate Temp (Clear),Holiday,23
2022,10,12,10,Jayanagar,22.09604557257858,Moderate Temp (Clear),Working Day,79
2024,7,1,0,Shivajinagar,19.80830300386016,Moderate Temp (Clear),Working Day,25
2024,3,24,12,Whitefield,18.00256888267458,Moderate Temp (Clear),Holiday,122
2023,4,1,15,Marathahalli,14.477517532375508,Low Temp (Rainy),Holiday,73
2023,2,19,6,Seshadripuram,22.210961337960004,Moderate Temp (Clear),Holiday,25
2023,4,7,20,Vasanthnagar,20.226468561792775,Moderate Temp (Clear),Working Day,92
2024,7,19,8,Sadashivanagar,24.080794464768623,Moderate Temp (Clear),Working Day,106
2022,6,26,0,Sadashivanagar,24.71571141759098,Moderate Temp (Clear),Holiday,23
2022,6,28,18,Vijaynagar,28.701147447578425,High Temp (Sunny),Working Day,53
2022,6,21,4,Ulsoor,13.62020600988074,Low Temp (Rainy),Working Day,22
2023,6,10,7,Ulsoor,31.73763772083413,High Temp (Sunny),Holiday,62
2024,8,22,9,Sadashivanagar,16.341410185663165,Low Temp (Rainy),Working Day,83
2023,12,22,15,Rajarajeshwari Nagar,17.935657132901962,Low Temp (Rainy),Working Day,47
2024,12,23,12,Jeevanbhima Nagar,14.701180243376346,Low Temp (Rainy),Working Day,68
2022,11,19,18,Domlur,30.20662850626069,High Temp (Sunny),Holiday,89
2024,7,18,10,Hebbal,18.878974321715816,Moderate Temp (Clear),Working Day,99
2022,7,2,14,Rajajinagar,18.627371504198425,Moderate Temp (Clear),Holiday,95
2024,8,23,5,Marathahalli,20.46626091842851,Moderate Temp (Clear),Working Day,24
2024,9,23,9,Domlur,17.524050248816746,Low Temp (Rainy),Working Day,76
2023,12,6,4,JP Nagar,28.234423728361243,High Temp (Sunny),Working Day,25
2023,9,22,14,JP Nagar,18.419815360389805,Moderate Temp (Clear),Working Day,104
2022,5,9,15,Mahadevapura,11.1714820438503,Low Temp (Rainy),Working Day,52
2024,1,14,18,R.T. Nagar,20.580445360931865,Moderate Temp (Clear),Holiday,137
2024,12,20,7,HSR Layout,26.08695689524196,Moderate Temp (Clear),Working Day,96
2024,2,1,10,Shivajinagar,20.56118783908415,Moderate Temp (Clear),Working Day,122
2024,2,13,15,Bannerghatta,23.679261157788552,Moderate Temp (Clear),Working Day,83
2024,4,11,23,Vasanthnagar,23.255450477940496,Moderate Temp (Clear),Working Day,97
2023,6,6,19,Hebbal,17.99274987495395,Low Temp (Rainy),Working Day,83
2024,11,8,22,Ulsoor,18.393832428500765,Moderate Temp (Clear),Working Day,96
2024,9,23,5,Rajajinagar,28.22061725331433,High Temp (Sunny),Working Day,24
2023,4,23,21,BTM Layout,29.580217162123446,High Temp (Sunny),Holiday,96
2023,10,13,12,BTM Layout,32.72827337524634,High Temp (Sunny),Working Day,60
2023,7,12,21,JP Nagar,29.57071129138008,High Temp (Sunny),Working Day,74
2024,4,8,21,Koramangala,18.94709195015061,Moderate Temp (Clear),Working Day,108
2024,3,22,16,Vasanthnagar,19.342851448154665,Moderate Temp (Clear),Working Day,108
2024,9,22,7,Vasanthnagar,24.168932249193368,Moderate Temp (Clear),Holiday,121
2023,1,13,4,R.T. Nagar,20.223695524298147,Moderate Temp (Clear),Working Day,25
2024,1,13,9,Ulsoor,22.29276580645401,Moderate Temp (Clear),Holiday,106
2022,2,6,1,Rajarajeshwari Nagar,20.62834115182569,Moderate Temp (Clear),Holiday,24
2024,4,5,3,Hebbal,17.63652532476668,Low Temp (Rainy),Working Day,21
2023,1,24,15,Ulsoor,25.77449585044669,Moderate Temp (Clear),Working Day,74
2024,12,17,7,Shivajinagar,19.478680518260383,Moderate Temp (Clear),Working Day,98
2024,12,8,3,Jayanagar,24.191190536822177,Moderate Temp (Clear),Holiday,23
2024,9,13,23,Vasanthnagar,16.966176659853772,Low Temp (Rainy),Working Day,54
2024,9,5,20,Bellandur,22.224788057142604,Moderate Temp (Clear),Working Day,104
2023,11,5,5,R.T. Nagar,26.60214513771147,Moderate Temp (Clear),Holiday,25
2024,6,15,6,BTM Layout,27.55645206347349,Moderate Temp (Clear),Holiday,23
2022,8,10,3,Vijaynagar,27.737870827858387,Moderate Temp (Clear),Working Day,25
2023,3,23,9,Hebbal,8.251774637585157,Low Temp (Rainy),Working Day,72
2022,3,22,10,Sadashivanagar,31.061388716033587,High Temp (Sunny),Working Day,54
2024,7,7,23,R.T. Nagar,22.35812623457895,Moderate Temp (Clear),Holiday,115
2024,7,19,5,Domlur,28.402017516012894,High Temp (Sunny),Working Day,21
2024,6,3,13,Jayanagar,27.079806910576693,Moderate Temp (Clear),Working Day,79
2024,6,12,19,Bellandur,20.270930214930083,Moderate Temp (Clear),Working Day,92
2023,5,15,2,Koramangala,8.746374638787284,Low Temp (Rainy),Working Day,21
